year_month,year,month,shop_id,item_id,qty,avg_price,avg_mrp,promo_days,stockout_days,revenue,item_category_id,brand,tier,mrp_inr,unit_cost_inr,is_perishable,item_category_name,shop_city,shop_state,shop_region,store_type,store_size_sqft,holiday_days,weekend_days,festive_days,summer_days,monsoon_days,days_in_month,promo_discount_pct,promo_uplift,promo_campaigns,avg_on_hand,avg_reorder_point,avg_lead_time,inv_snapshots,price_ratio,price_discount_pct,qty_lag_1,qty_lag_2,qty_lag_3,qty_roll_3,qty_roll_6,price_lag_1,price_change_pct,qty_trend,promo_intensity,qty_next_month,promo_flag,cost_est,profit_est,anomaly_score,is_anomaly
2021-02,2021,2,28,955,2,198.46,364.93,1,0,396.92,16,Nivea,Economy,361.91,304.62,1,Frozen Foods,Meerut,Uttar Pradesh,North,Supermarket,29015,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5438303236237086,0.45616967637629136,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.08333333333333333,2.0,1,609.24,-212.32,-0.023024424384679998,-1
2024-10,2024,10,35,468,9,1315.1100000000001,1656.5349999999999,1,0,12450.689999999999,98,Dettol,Regular,1328.25,1084.1,0,Category 98,Patna,Bihar,East,Supermarket,36265,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.793892069892879,0.20610793010712103,1.0,2.0,2.0,1.6666666666666667,2.1666666666666665,1457.29,-0.09756465761957824,-0.4999999999999998,0.08333333333333333,1.0,1,9756.9,2693.789999999999,-0.022995083721829568,-1
2024-12,2024,12,42,877,1,3106.21,3930.66,1,0,3106.21,75,Britannia,Regular,3120.42,2526.52,0,Energy Drinks,Bhubaneswar,Odisha,East,Supermarket,39830,0,2,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.790251509924542,0.20974849007545804,1.0,1.0,2.0,1.3333333333333333,0.0,3316.66,-0.06345238882989135,1.3333333333333333,0.08333333333333333,2.0,1,2526.52,579.69,-0.022974907771059705,-1
2023-08,2023,8,2,1313,16,1537.5300000000002,1956.33,1,0,19219.663,34,Paper Boat,Regular,1679.56,1493.25,0,Women’s Hygiene,Gurugram,Haryana,North,Supermarket,16161,0,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7859256873840305,0.21407431261596954,6.0,3.0,4.0,4.333333333333333,5.166666666666667,1417.55,0.08463898974664827,-0.8333333333333339,0.08333333333333333,4.0,1,23892.0,-4672.3369999999995,-0.0229233987309303,-1
2024-12,2024,12,37,1453,3,2864.38,4308.52,1,0,8593.14,87,Himalaya,Regular,3413.84,2721.29,0,Kids Snacks,Nashik,Maharashtra,West,Large Format,22462,0,2,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.664817617186412,0.33518238281358803,3.0,1.0,1.0,1.6666666666666667,2.5,3860.92,-0.2581094660707527,-0.8333333333333333,0.08333333333333333,3.0,1,8163.87,429.2699999999995,-0.022797196762459726,-1
2024-11,2024,11,7,30,1,2175.92,3673.11,1,0,2175.92,81,Patanjali,Regular,2933.7,2645.94,0,Home Décor,Udaipur,Rajasthan,North,Supermarket,37653,0,3,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.592391733435699,0.40760826656430105,2.0,2.0,1.0,1.6666666666666667,0.0,3270.63,-0.33470921494185857,1.6666666666666667,0.08333333333333333,2.0,1,2645.94,-470.02,-0.022720375409315707,-1
2023-02,2023,2,27,204,5,183.4,307.63,1,0,917.0,24,MDH,Economy,272.0,222.59,0,Dry Fruits & Nuts,Vijayawada,Andhra Pradesh,South,Supermarket,27237,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5961707245717258,0.4038292754282742,1.0,5.0,3.0,3.0,0.0,270.6,-0.3222468576413642,3.0,0.08333333333333333,2.0,1,1112.95,-195.95000000000005,-0.02271424845943959,-1
2021-02,2021,2,8,239,3,2902.09,3238.11,0,0,8706.27,86,Colgate,Regular,3216.98,2838.41,0,Diabetic Care,Raipur,Chhattisgarh,Central,Supermarket,23889,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8962295907180423,0.10377040928195769,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0,8515.23,191.04000000000087,-0.02264102419588998,-1
2023-02,2023,2,17,1063,1,185.07,337.58,1,0,185.07,17,Monster,Regular,298.96,234.83,1,Meat & Seafood (Packaged),Tirupati,Andhra Pradesh,South,Supermarket,17841,1,4,1,3,3,12,0.0,1.0,0,37.0,8.0,1.0,1,0.548225605782333,0.45177439421766696,1.0,1.0,1.0,1.0,0.0,276.79,-0.33137035177798935,1.0,0.08333333333333333,2.0,1,234.83,-49.76000000000002,-0.022613600255401267,-1
2023-12,2023,12,32,1092,12,2191.54,2575.17,0,0,12198.062999999998,99,Maggi,Economy,2165.62,1937.59,0,Category 99,Indore,Madhya Pradesh,Central,Supermarket,26766,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8510273108183148,0.14897268918168516,12.0,14.0,8.0,11.333333333333334,12.333333333333334,1977.34,0.10832734880782904,-1.0,0.0,14.0,0,23251.079999999998,-11053.017,-0.022416932074818763,-1
2025-02,2025,2,26,26,2,36.87,66.45,1,0,73.0,19,Catch,Economy,52.34,43.84,0,Baby Food,Vijayawada,Andhra Pradesh,South,Supermarket,13247,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5548532731376975,0.4451467268623025,5.0,2.0,2.0,3.0,0.0,55.885,-0.34025229774980237,3.0,0.08333333333333333,2.0,1,87.68,-14.680000000000007,-0.02240456513300937,-1
2023-05,2023,5,6,377,25,154.145,227.21,1,0,3849.99,36,Monster,Regular,197.89,156.69,0,Health & Wellness,Coimbatore,Tamil Nadu,South,Supermarket,27000,0,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6784252453677215,0.32157475463227847,14.0,18.0,8.0,13.333333333333334,11.833333333333334,175.675,-0.12255585528643316,1.5,0.08333333333333333,10.0,1,3917.25,-67.26000000000022,-0.022402455153391565,-1
2021-03,2021,3,43,1017,42,297.69,394.87999999999994,1,0,15107.25,22,Himalaya,Regular,390.45,344.99,0,"Sauces, Ketchup & Spreads",Indore,Madhya Pradesh,Central,Large Format,26499,0,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7538745948136144,0.2461254051863856,14.0,0.0,0.0,0.0,0.0,301.65,-0.013127797072342724,0.0,0.08333333333333333,11.0,1,14489.58,617.6700000000001,-0.022337396742402427,-1
2021-02,2021,2,2,397,3,624.84,1087.53,1,0,1874.52,71,Kissan,Regular,1081.99,987.84,0,Plastics (Basics),Gurugram,Haryana,North,Supermarket,16161,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5745496675953767,0.42545033240462327,3.0,0.0,0.0,0.0,0.0,864.68,-0.27737428843343853,0.0,0.08333333333333333,7.0,1,2963.52,-1089.0,-0.022278121160955733,-1
2024-10,2024,10,5,102,12,652.94,856.7850000000001,1,0,7761.42,65,Kissan,Regular,687.1,590.13,0,Electronics Accessories,Mumbai,Maharashtra,West,Large Format,79257,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7620815023605688,0.23791849763943118,9.0,6.0,14.0,9.666666666666666,10.833333333333334,687.99,-0.05094550785484447,-1.1666666666666679,0.08333333333333333,19.0,1,7081.5599999999995,679.8600000000006,-0.022182497722219585,-1
2021-11,2021,11,7,369,28,42.894999999999996,49.46,0,0,3047.27,29,Lifebuoy,Economy,47.03,39.14,0,Oral Care,Udaipur,Rajasthan,North,Supermarket,37653,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8672664779619894,0.1327335220380106,14.0,14.0,0.0,0.0,0.0,43.1,-0.004756380400084107,0.0,0.0,14.0,0,1095.92,1951.35,-0.022171630422624378,-1
2023-04,2023,4,42,74,12,2224.44,3254.71,1,0,12198.062999999998,91,Nestlé,Economy,2846.26,2368.44,0,Category 91,Bhubaneswar,Odisha,East,Supermarket,39830,0,4,1,3,3,12,0.0,1.0,0,51.0,21.0,13.0,1,0.6834525963910764,0.31654740360892364,6.0,1.0,3.0,3.3333333333333335,0.0,2441.41,-0.08887077545808736,3.3333333333333335,0.08333333333333333,5.0,1,28421.28,-16223.217,-0.02203481645569194,-1
2023-02,2023,2,50,126,3,4125.349199999999,5119.204599999996,0,0,12198.062999999998,81,Maggi,Regular,4546.85,4038.06,0,Home Décor,Meerut,Uttar Pradesh,North,Supermarket,25560,1,4,1,3,3,12,0.0,1.0,0,61.0,21.0,10.0,1,0.8058574568400727,0.1941425431599273,1.0,1.0,0.0,0.0,0.0,3252.11,0.26851465655573886,0.0,0.0,1.0,0,12114.18,83.88299999999799,-0.02203313429255438,-1
2025-02,2025,2,50,687,3,4125.349199999999,5119.204599999996,0,0,12198.062999999998,89,Nivea,Regular,5133.76,4131.56,0,Value Packs,Meerut,Uttar Pradesh,North,Supermarket,25560,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8058574568400727,0.1941425431599273,1.0,1.0,1.0,1.0,1.0,4125.349199999999,0.0,0.0,0.0,1.0,0,12394.68,-196.617000000002,-0.02203313429255438,-1
2021-02,2021,2,23,761,3,4125.349199999999,5119.204599999996,0,0,12198.062999999998,89,Himalaya,Regular,6527.62,5122.02,0,Value Packs,Meerut,Uttar Pradesh,North,Large Format,44804,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8058574568400727,0.1941425431599273,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,15366.060000000001,-3167.997000000003,-0.02203313429255438,-1
2024-02,2024,2,7,695,3,4125.349199999999,5119.204599999996,0,0,12198.062999999998,81,Monster,Regular,4399.98,3776.46,0,Home Décor,Udaipur,Rajasthan,North,Supermarket,37653,1,3,1,3,3,12,0.0,1.0,0,58.0,21.0,8.5,2,0.8058574568400727,0.1941425431599273,4.0,2.0,2.0,2.6666666666666665,0.0,4125.349199999999,0.0,2.6666666666666665,0.0,3.0,0,11329.380000000001,868.6829999999973,-0.02203313429255438,-1
2025-02,2025,2,4,1334,3,4125.349199999999,5119.204599999996,0,0,12198.062999999998,91,Tata,Premium,5157.64,4276.45,0,Category 91,Amritsar,Punjab,North,Supermarket,29153,1,4,1,3,3,12,0.0,1.0,0,82.0,21.0,5.0,1,0.8058574568400727,0.1941425431599273,3.0,3.0,3.0,3.0,0.0,4125.349199999999,0.0,3.0,0.0,1.0,0,12829.349999999999,-631.2870000000003,-0.02203313429255438,-1
2025-02,2025,2,19,743,3,4125.349199999999,5119.204599999996,0,0,12198.062999999998,81,Bikaji,Economy,4429.89,3485.05,0,Home Décor,Mangaluru,Karnataka,South,Supermarket,20845,1,4,1,3,3,12,0.2,1.29,1,0.0,0.0,0.0,0,0.8058574568400727,0.1941425431599273,1.0,0.0,0.0,0.0,0.0,3466.35,0.19011328913984035,0.0,0.0,1.0,0,10455.150000000001,1742.9129999999968,-0.02203313429255438,-1
2024-02,2024,2,18,880,3,4125.349199999999,5119.204599999996,0,0,12198.062999999998,91,Paper Boat,Regular,4578.57,3997.57,0,Category 91,Panaji,Goa,West,Large Format,15411,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8058574568400727,0.1941425431599273,1.0,2.0,1.0,1.3333333333333333,0.0,4125.349199999999,0.0,1.3333333333333333,0.0,2.0,0,11992.710000000001,205.35299999999734,-0.02203313429255438,-1
2023-02,2023,2,29,761,3,4125.349199999999,5119.204599999996,0,0,12198.062999999998,89,Himalaya,Regular,6527.62,5122.02,0,Value Packs,Vijayawada,Andhra Pradesh,South,Supermarket,23054,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8058574568400727,0.1941425431599273,4.0,5.0,1.0,3.3333333333333335,0.0,4125.349199999999,0.0,3.3333333333333335,0.0,2.0,0,15366.060000000001,-3167.997000000003,-0.02203313429255438,-1
2023-02,2023,2,46,761,3,4125.349199999999,5119.204599999996,0,0,12198.062999999998,89,Himalaya,Regular,6527.62,5122.02,0,Value Packs,Kolkata,West Bengal,East,Large Format,59475,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8058574568400727,0.1941425431599273,1.0,4.0,4.0,3.0,0.0,4125.349199999999,0.0,3.0,0.0,2.0,0,15366.060000000001,-3167.997000000003,-0.02203313429255438,-1
2024-05,2024,5,17,1084,12,682.08,1318.89,1,0,8184.96,46,Dettol,Premium,1081.85,982.32,0,Pet Care,Tirupati,Andhra Pradesh,South,Supermarket,17841,0,2,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5171621590883243,0.4828378409116757,3.0,1.0,4.0,2.6666666666666665,3.6666666666666665,1123.76,-0.39303765893692805,-1.0,0.08333333333333333,6.0,1,11787.84,-3602.88,-0.022028403358696824,-1
2022-02,2022,2,7,466,5,376.505,544.33,2,0,1790.41,6,Britannia,Economy,510.17,431.35,0,Edible Oils & Ghee,Udaipur,Rajasthan,North,Supermarket,37653,1,4,1,3,3,12,0.0,1.0,0,88.0,21.0,8.0,1,0.6916851909687137,0.3083148090312863,1.0,0.0,0.0,0.0,0.0,487.5,-0.2276820508150112,0.0,0.16666666666666666,3.0,1,2156.75,-366.3399999999999,-0.02190291248208498,-1
2022-10,2022,10,5,219,3,3145.33,4369.98,1,0,9435.99,81,Nestlé,Regular,3936.11,3484.47,0,Home Décor,Mumbai,Maharashtra,West,Large Format,79257,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.719758442830402,0.280241557169598,6.0,0.0,0.0,0.0,0.0,2716.8,0.15773336272168226,0.0,0.08333333333333333,9.0,1,10453.41,-1017.4200000000001,-0.02176190855862925,-1
2023-11,2023,11,41,1364,6,4125.349199999999,5119.204599999996,0,0,24396.125999999997,84,Harpic,Economy,4853.47,4214.21,0,Masks & Safety,Ranchi,Jharkhand,East,Supermarket,35348,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8058574568400727,0.1941425431599273,3.0,1.0,2.0,2.0,0.0,4125.349199999999,0.0,2.0,0.0,3.0,0,25285.260000000002,-889.1340000000055,-0.021600281599026716,-1
2022-10,2022,10,31,369,28,45.15,52.14,0,0,2887.62,29,Lifebuoy,Economy,47.03,39.14,0,Oral Care,Gwalior,Madhya Pradesh,Central,Supermarket,24059,0,4,2,3,3,12,0.0,1.0,0,76.0,21.0,10.0,1,0.8659378596087457,0.1340621403912543,14.0,14.0,14.0,14.0,0.0,36.87,0.2245728173427498,14.0,0.0,14.0,0,1095.92,1791.6999999999998,-0.021561135089676498,-1
2021-11,2021,11,4,568,2,3083.29,4593.96,1,0,6166.58,90,Coca-Cola,Regular,4370.4,3776.98,0,Category 90,Amritsar,Punjab,North,Supermarket,29153,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6711616992746998,0.3288383007253002,4.0,0.0,0.0,0.0,0.0,3082.43,0.0002790006584808501,0.0,0.08333333333333333,2.0,1,7553.96,-1387.38,-0.021551723760683483,-1
2022-11,2022,11,30,74,5,2519.28,3171.62,1,0,12198.062999999998,91,Nestlé,Economy,2846.26,2368.44,0,Category 91,Ranchi,Jharkhand,East,Supermarket,34029,0,3,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7943196221489335,0.20568037785106652,5.0,2.0,3.0,3.3333333333333335,4.666666666666667,2645.52,-0.047718406949212776,-1.3333333333333335,0.08333333333333333,4.0,1,11842.2,355.86299999999756,-0.021528749652035772,-1
2023-02,2023,2,41,419,7,185.53,258.775,1,0,1209.1599999999999,25,Tropicana,Economy,228.37,194.19,0,Baking Supplies,Ranchi,Jharkhand,East,Supermarket,35348,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.716954883586127,0.283045116413873,6.0,3.0,2.0,3.6666666666666665,6.666666666666667,206.47,-0.10141909187088151,-3.0000000000000004,0.08333333333333333,5.0,1,1359.33,-150.17000000000007,-0.021416981217104225,-1
2025-02,2025,2,2,949,1,1565.22,2218.89,1,0,1565.22,74,Maggi,Premium,1744.99,1507.31,0,International Foods,Gurugram,Haryana,North,Supermarket,16161,1,4,1,3,3,12,0.0,1.0,0,134.0,21.0,4.0,1,0.7054067574327705,0.2945932425672295,1.0,1.0,1.0,1.0,0.0,1627.74,-0.03840908250801166,1.0,0.08333333333333333,1.0,1,1507.31,57.91000000000008,-0.021403317832275004,-1
2022-12,2022,12,8,333,10,1009.74,1458.9850000000001,1,0,9923.0,72,Harpic,Regular,1303.06,1080.63,0,Books & Magazines,Raipur,Chhattisgarh,Central,Supermarket,23889,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6920838802318049,0.3079161197681951,2.0,8.0,6.0,5.333333333333333,0.0,1138.26,-0.11290917706595224,5.333333333333333,0.08333333333333333,5.0,1,10806.300000000001,-883.3000000000011,-0.021356283279607036,-1
2023-02,2023,2,3,182,7,847.3199999999999,1095.81,1,0,5862.34,54,Kellogg's,Regular,968.44,861.83,0,Bath Linen,Chandigarh,Chandigarh,North,Supermarket,16520,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7732362362088318,0.22676376379116825,1.0,1.0,0.0,0.0,0.0,918.33,-0.07732514447167681,0.0,0.08333333333333333,2.0,1,6032.81,-170.47000000000025,-0.021306619272059457,-1
2024-09,2024,9,23,1028,25,2621.41,3237.675,0,0,24396.125999999997,79,Ariel,Regular,2608.1,2367.37,0,Shaving & Deodorants,Meerut,Uttar Pradesh,North,Large Format,44804,0,3,1,3,3,12,0.0,1.0,0,44.0,21.0,10.0,1,0.8096581651957037,0.19034183480429634,14.0,14.0,14.0,14.0,16.333333333333332,2806.65,-0.06600039190280221,-2.333333333333332,0.0,14.0,0,59184.25,-34788.124,-0.02123981942561104,-1
2023-10,2023,10,44,369,28,43.015,55.365,0,0,2027.03,29,Lifebuoy,Economy,47.03,39.14,0,Oral Care,Indore,Madhya Pradesh,Central,Supermarket,14529,0,3,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7769348866612481,0.2230651133387519,14.0,28.0,28.0,23.333333333333332,18.666666666666668,39.1,0.10012787467703643,4.666666666666664,0.0,14.0,0,1095.92,931.1099999999999,-0.021203183236887524,-1
2021-12,2021,12,46,437,10,551.06,911.98,1,0,5510.6,59,DMart,Premium,863.11,776.14,0,Footwear (Value),Kolkata,West Bengal,East,Large Format,59475,0,3,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6042457071427004,0.39575429285729957,1.0,4.0,0.0,0.0,0.0,645.49,-0.1462919640175806,0.0,0.08333333333333333,4.0,1,7761.4,-2250.7999999999993,-0.021126895766732434,-1
2021-11,2021,11,43,570,11,38.61,57.89,1,0,424.71,10,Dettol,Premium,55.03,49.15,0,Packaged Foods,Indore,Madhya Pradesh,Central,Large Format,26499,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6669545690101917,0.3330454309898083,5.0,5.0,2.0,4.0,0.0,50.37,-0.23347230030827276,4.0,0.08333333333333333,2.0,1,540.65,-115.94,-0.021079128192025398,-1
2023-10,2023,10,34,342,11,454.04,721.24,1,0,4994.44,7,Colgate,Regular,611.79,488.68,0,Spices & Masalas,Faridabad,Haryana,North,Supermarket,34893,0,3,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6295269258499252,0.3704730741500748,6.0,6.0,4.0,5.333333333333333,5.5,603.47,-0.24761794248658933,-0.16666666666666696,0.08333333333333333,4.0,1,5375.4800000000005,-381.0400000000009,-0.021070878492902012,-1
2023-11,2023,11,17,674,3,2361.6400000000003,3401.485,2,0,6817.870000000001,77,Maggi,Regular,2879.76,2638.43,0,Cosmetics,Tirupati,Andhra Pradesh,South,Supermarket,17841,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6942967556817097,0.3057032443182903,2.0,2.0,5.0,3.0,0.0,2369.97,-0.003514812422302671,3.0,0.16666666666666666,1.0,1,7915.289999999999,-1097.4199999999983,-0.021030997261374473,-1
2024-12,2024,12,10,345,11,410.71,669.89,1,0,4517.81,8,Monster,Economy,532.82,431.87,0,"Sugar, Jaggery & Salt",Raipur,Chhattisgarh,Central,Supermarket,14553,0,2,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6131006583170371,0.3868993416829629,9.0,19.0,4.0,10.666666666666666,8.666666666666666,473.62,-0.13282800529363628,2.0,0.08333333333333333,8.0,1,4750.57,-232.7599999999993,-0.020960883056071578,-1
2023-12,2023,12,35,799,2,3008.24,4485.88,1,0,6016.48,75,Colgate,Regular,3767.63,3103.93,0,Energy Drinks,Patna,Bihar,East,Supermarket,36265,0,4,2,3,3,12,0.0,1.0,0,30.0,21.0,12.0,1,0.670601977761331,0.329398022238669,1.0,1.0,0.0,0.0,0.0,3553.12,-0.1533525464511887,0.0,0.08333333333333333,2.0,1,6207.86,-191.3800000000001,-0.020932107067656025,-1
2022-10,2022,10,44,369,28,41.129999999999995,52.08,0,0,2343.39,29,Lifebuoy,Economy,47.03,39.14,0,Oral Care,Indore,Madhya Pradesh,Central,Supermarket,14529,0,4,2,3,3,12,0.0,1.0,0,64.0,21.0,10.0,1,0.7897465437788018,0.21025345622119818,14.0,14.0,14.0,14.0,0.0,45.28,-0.09165194143878234,14.0,0.0,28.0,0,1095.92,1247.4699999999998,-0.020922536850888185,-1
2025-09,2025,9,35,1017,28,376.58,514.03,1,0,10874.32,22,Himalaya,Regular,390.45,344.99,0,"Sauces, Ketchup & Spreads",Patna,Bihar,East,Supermarket,36265,0,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7326031554578527,0.2673968445421473,6.0,14.0,11.0,10.333333333333334,12.5,376.24,0.0009036785006812048,-2.166666666666666,0.08333333333333333,25.0,1,9659.720000000001,1214.5999999999985,-0.020911030671873276,-1
2024-06,2024,6,4,74,8,1945.47,3486.54,1,0,12198.062999999998,91,Nestlé,Economy,2846.26,2368.44,0,Category 91,Amritsar,Punjab,North,Supermarket,29153,0,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5579944586897039,0.4420055413102961,5.0,5.0,5.0,5.0,5.333333333333333,2901.92,-0.32959213199206316,-0.33333333333333304,0.08333333333333333,2.0,1,18947.52,-6749.457000000002,-0.02080168674513827,-1
2023-03,2023,3,10,1027,28,93.36,127.74000000000001,1,0,3641.4,20,Surf Excel,Economy,112.53,102.95,0,Breakfast Cereals,Raipur,Chhattisgarh,Central,Supermarket,14553,0,3,1,3,3,12,0.0,1.0,0,46.0,21.0,12.0,1,0.7308595584781588,0.26914044152184124,10.0,14.0,14.0,12.666666666666666,12.0,108.18,-0.13699389779077564,0.6666666666666661,0.08333333333333333,11.0,1,2882.6,758.8000000000002,-0.020776417776849354,-1
2024-11,2024,11,30,74,6,3241.47,3565.34,0,0,12198.062999999998,91,Nestlé,Economy,2846.26,2368.44,0,Category 91,Ranchi,Jharkhand,East,Supermarket,34029,0,3,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.9091615385909898,0.0908384614090102,2.0,5.0,5.0,4.0,4.333333333333333,3129.77,0.03568952349990903,-0.33333333333333304,0.0,4.0,0,14210.64,-2012.5770000000011,-0.02076512828340149,-1
2023-06,2023,6,48,1028,14,2779.83,3009.16,0,0,12198.062999999998,79,Ariel,Regular,2608.1,2367.37,0,Shaving & Deodorants,Vadodara,Gujarat,West,Supermarket,32353,0,2,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.9237893631445321,0.07621063685546792,14.0,14.0,14.0,14.0,0.0,2178.31,0.27614067773818207,14.0,0.0,14.0,0,33143.18,-20945.117000000002,-0.02072354438029589,-1
2024-11,2024,11,16,1453,2,2623.12,4272.9,1,0,5246.24,87,Himalaya,Regular,3413.84,2721.29,0,Kids Snacks,Mumbai,Maharashtra,West,Large Format,76820,0,3,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6138968850195418,0.38610311498045824,2.0,3.0,2.0,2.3333333333333335,2.3333333333333335,3590.27,-0.2693808542896827,0.0,0.08333333333333333,3.0,1,5442.58,-196.34000000000015,-0.020707846958397114,-1
2025-01,2025,1,11,345,21,444.21500000000003,672.995,1,0,10287.41,8,Monster,Economy,532.82,431.87,0,"Sugar, Jaggery & Salt",Coimbatore,Tamil Nadu,South,Supermarket,25919,0,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6600569097838765,0.33994309021612346,6.0,4.0,7.0,5.666666666666667,6.333333333333333,531.51,-0.16423961888912786,-0.6666666666666661,0.08333333333333333,7.0,1,9069.27,1218.1399999999994,-0.02064092061609979,-1
2022-12,2022,12,5,829,14,83.42,88.78,0,0,2919.7,11,Dabur,Premium,79.2,62.55,0,Ready-to-Eat,Mumbai,Maharashtra,West,Large Format,79257,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.9396260419013291,0.060373958098670855,14.0,14.0,14.0,14.0,14.0,63.83,0.3069089721618523,0.0,0.0,14.0,0,875.6999999999999,2044.0,-0.020601107185812984,-1
2022-10,2022,10,18,8,1,2849.46,3555.53,1,0,2849.46,79,Red Bull,Regular,3202.01,2578.98,0,Shaving & Deodorants,Panaji,Goa,West,Large Format,15411,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8014163851802685,0.19858361481973152,2.0,2.0,2.0,2.0,0.0,2824.83,0.008719108757440626,2.0,0.08333333333333333,1.0,1,2578.98,270.48,-0.020589333166445734,-1
2021-02,2021,2,29,892,1,1668.97,2303.38,1,0,1668.97,95,Harpic,Regular,2282.88,2077.05,0,Category 95,Vijayawada,Andhra Pradesh,South,Supermarket,23054,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7245743212149103,0.2754256787850897,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.08333333333333333,1.0,1,2077.05,-408.08000000000015,-0.020581259581888944,-1
2023-02,2023,2,4,1159,5,144.4,236.22,1,0,722.0,1,Dettol,Regular,208.63,178.61,1,Fresh Produce,Amritsar,Punjab,North,Supermarket,29153,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6112945559224452,0.3887054440775548,2.0,1.0,3.0,2.0,2.3333333333333335,190.34,-0.24135756939499017,-0.3333333333333335,0.08333333333333333,2.0,1,893.0500000000001,-171.05000000000007,-0.020561731169139397,-1
2022-02,2022,2,24,164,1,3300.29,3596.77,0,0,3300.29,89,Pepsi,Economy,3371.04,2752.09,0,Value Packs,Ludhiana,Punjab,North,Large Format,22185,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.9175704868534824,0.08242951314651759,1.0,1.0,3.0,1.6666666666666667,0.0,3270.34,0.00915806918878213,1.6666666666666667,0.0,5.0,0,2752.09,548.1999999999998,-0.02051526578553231,-1
2024-05,2024,5,23,1027,14,77.34,137.01,1,0,2088.18,20,Surf Excel,Economy,112.53,102.95,0,Breakfast Cereals,Meerut,Uttar Pradesh,North,Large Format,44804,0,2,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.564484344208452,0.43551565579154805,14.0,14.0,14.0,14.0,0.0,90.71,-0.1473927885856819,14.0,0.08333333333333333,14.0,1,1441.3,646.8799999999999,-0.020479425613758706,-1
