promo_id,start_date,end_date,shop_id,item_category_id,promo_type,promo_channel,discount_pct,demand_uplift_mult
689,2023-07-22,2023-07-25,12,71,Weekend Saver,WhatsApp,0.2,1.17
690,2023-05-26,2023-05-30,33,22,Buy X Get Y,In-Store,0.22,2.01
691,2024-08-13,2024-08-16,46,3,Festive Mega Sale,Flyer,0.08,1.68
692,2024-10-14,2024-10-20,41,51,Price Drop,Flyer,0.34,1.55
693,2024-07-21,2024-07-25,29,81,Price Drop,WhatsApp,0.27,1.79
694,2025-05-12,2025-05-16,25,7,Festive Mega Sale,In-Store,0.08,1.56
695,2022-11-03,2022-11-11,34,62,Combo Offer,In-Store,0.23,1.82
696,2023-05-25,2023-05-29,16,82,Category Discount,In-Store,0.34,1.82
697,2024-11-06,2024-11-09,11,32,Price Drop,In-Store,0.1,1.18
698,2022-04-22,2022-04-28,43,82,Category Discount,WhatsApp,0.29,1.87
699,2024-03-10,2024-03-13,21,67,Weekend Saver,App Notification,0.31,1.79
700,2022-06-17,2022-06-24,41,15,Festive Mega Sale,In-Store,0.3,1.3
701,2021-09-02,2021-09-10,39,17,Clearance,In-Store,0.08,2.17
702,2022-09-18,2022-09-26,29,98,Category Discount,Billboard,0.28,1.8
703,2023-12-18,2023-12-23,11,10,Category Discount,In-Store,0.12,2.1
704,2023-05-26,2023-06-02,13,48,Category Discount,In-Store,0.09,1.16
705,2025-02-08,2025-02-14,46,93,Weekend Saver,App Notification,0.23,2.05
706,2022-06-04,2022-06-06,46,24,Price Drop,In-Store,0.29,1.28
707,2024-06-12,2024-06-15,43,54,Price Drop,In-Store,0.14,1.94
708,2021-10-25,2021-10-27,7,47,Category Discount,In-Store,0.14,1.18
709,2023-02-04,2023-02-09,5,33,Price Drop,Billboard,0.35,2.14
710,2025-12-04,2025-12-10,48,18,Weekend Saver,Flyer,0.06,1.65
711,2021-07-06,2021-07-08,2,31,Buy X Get Y,In-Store,0.11,1.73
712,2025-08-09,2025-08-15,23,3,Weekend Saver,App Notification,0.05,1.58
713,2022-04-01,2022-04-07,41,49,Clearance,In-Store,0.15,1.23
714,2025-02-26,2025-03-06,47,20,Category Discount,In-Store,0.24,1.47
715,2022-12-30,2023-01-01,3,72,Weekend Saver,In-Store,0.26,1.32
716,2024-03-15,2024-03-17,17,45,Clearance,In-Store,0.3,1.46
717,2025-03-15,2025-03-23,16,7,Price Drop,WhatsApp,0.32,1.79
718,2025-10-13,2025-10-15,2,68,Combo Offer,In-Store,0.2,2.1
719,2021-08-04,2021-08-09,9,17,Clearance,In-Store,0.1,1.2
720,2024-03-23,2024-03-26,14,48,Weekend Saver,App Notification,0.21,1.49
721,2021-06-04,2021-06-12,32,64,Weekend Saver,In-Store,0.23,1.55
722,2024-10-04,2024-10-12,25,94,Category Discount,Billboard,0.34,1.41
723,2022-04-07,2022-04-15,12,77,Weekend Saver,Flyer,0.29,2.11
724,2023-03-09,2023-03-15,17,40,Festive Mega Sale,In-Store,0.23,1.11
725,2023-11-08,2023-11-16,12,88,Festive Mega Sale,In-Store,0.35,1.58
726,2022-05-11,2022-05-16,27,98,Buy X Get Y,App Notification,0.22,1.66
727,2024-01-15,2024-01-22,19,25,Category Discount,In-Store,0.32,1.26
728,2021-08-24,2021-08-28,8,2,Buy X Get Y,In-Store,0.25,1.62
729,2021-01-26,2021-02-01,21,37,Category Discount,In-Store,0.12,1.4
730,2025-01-26,2025-01-28,15,59,Festive Mega Sale,Flyer,0.32,1.81
731,2024-04-27,2024-05-02,45,92,Category Discount,In-Store,0.14,1.76
732,2024-11-15,2024-11-17,8,99,Category Discount,In-Store,0.35,2.1
733,2021-09-09,2021-09-14,22,74,Category Discount,In-Store,0.07,2.08
734,2024-03-13,2024-03-19,15,92,Weekend Saver,App Notification,0.08,2.01
735,2022-12-07,2022-12-10,36,4,Category Discount,Billboard,0.1,1.68
736,2023-03-30,2023-04-07,30,29,Weekend Saver,In-Store,0.23,2.04
737,2021-03-27,2021-03-30,38,93,Weekend Saver,WhatsApp,0.12,2.0
738,2022-02-22,2022-02-28,3,24,Price Drop,In-Store,0.16,2.0
739,2024-08-22,2024-08-30,42,85,Weekend Saver,In-Store,0.07,1.9
740,2022-11-10,2022-11-13,7,10,Festive Mega Sale,In-Store,0.26,1.69
741,2023-02-12,2023-02-15,48,67,Buy X Get Y,App Notification,0.32,1.15
742,2023-08-08,2023-08-16,7,28,Clearance,WhatsApp,0.1,2.2
743,2023-03-10,2023-03-17,33,95,Combo Offer,In-Store,0.32,1.97
744,2023-10-27,2023-11-01,31,42,Price Drop,Flyer,0.26,1.56
745,2022-04-06,2022-04-14,11,66,Price Drop,In-Store,0.1,1.32
746,2025-09-18,2025-09-23,18,34,Festive Mega Sale,Flyer,0.21,1.27
747,2021-08-17,2021-08-19,44,60,Buy X Get Y,WhatsApp,0.1,1.83
748,2024-08-03,2024-08-07,9,9,Weekend Saver,In-Store,0.19,1.73
749,2024-01-22,2024-01-27,21,37,Category Discount,WhatsApp,0.21,1.5
750,2025-02-15,2025-02-20,38,15,Combo Offer,Flyer,0.19,2.06
751,2023-11-22,2023-11-30,3,89,Weekend Saver,In-Store,0.22,1.87
752,2025-12-23,2025-12-28,44,50,Price Drop,In-Store,0.21,1.99
753,2024-06-27,2024-07-03,29,15,Category Discount,Flyer,0.22,1.26
754,2025-03-24,2025-03-27,49,92,Buy X Get Y,Flyer,0.08,1.14
755,2025-09-29,2025-10-07,44,28,Category Discount,In-Store,0.34,1.17
756,2024-06-30,2024-07-06,12,91,Clearance,In-Store,0.15,2.06
757,2024-04-29,2024-05-01,30,18,Category Discount,Flyer,0.27,1.45
758,2024-01-19,2024-01-21,32,1,Clearance,In-Store,0.2,1.64
759,2024-07-19,2024-07-24,24,97,Weekend Saver,App Notification,0.27,1.94
760,2024-06-08,2024-06-11,41,65,Clearance,Flyer,0.21,1.38
761,2023-08-13,2023-08-17,31,68,Category Discount,App Notification,0.21,1.74
762,2021-05-31,2021-06-05,12,58,Festive Mega Sale,In-Store,0.09,1.93
763,2023-01-04,2023-01-09,35,46,Combo Offer,WhatsApp,0.08,1.53
764,2022-07-12,2022-07-19,35,76,Festive Mega Sale,WhatsApp,0.2,1.78
765,2024-06-29,2024-07-04,3,8,Category Discount,App Notification,0.2,1.26
766,2022-10-07,2022-10-14,6,8,Category Discount,In-Store,0.25,1.8
767,2024-03-22,2024-03-24,30,46,Category Discount,In-Store,0.13,1.36
768,2021-03-23,2021-03-26,19,13,Category Discount,WhatsApp,0.15,1.68
769,2021-01-19,2021-01-25,5,87,Weekend Saver,In-Store,0.16,1.84
770,2021-09-08,2021-09-15,41,26,Weekend Saver,In-Store,0.06,1.37
771,2024-07-09,2024-07-13,23,32,Weekend Saver,In-Store,0.18,1.95
772,2022-07-28,2022-07-31,33,49,Clearance,In-Store,0.18,1.17
773,2024-12-18,2024-12-22,33,30,Weekend Saver,WhatsApp,0.05,1.72
774,2021-02-01,2021-02-07,40,39,Weekend Saver,In-Store,0.29,1.19
775,2024-11-01,2024-11-03,50,7,Category Discount,In-Store,0.34,1.24
776,2023-01-13,2023-01-21,1,64,Price Drop,In-Store,0.05,2.18
777,2023-10-27,2023-11-01,33,68,Category Discount,WhatsApp,0.34,2.09
778,2025-08-19,2025-08-21,32,65,Festive Mega Sale,In-Store,0.17,1.68
779,2022-04-22,2022-04-25,21,1,Combo Offer,WhatsApp,0.31,1.45
780,2022-07-27,2022-08-04,1,77,Weekend Saver,In-Store,0.16,1.28
781,2024-01-18,2024-01-26,33,36,Category Discount,In-Store,0.09,1.57
782,2024-11-16,2024-11-20,46,46,Festive Mega Sale,In-Store,0.32,2.05
783,2022-04-17,2022-04-21,25,83,Festive Mega Sale,In-Store,0.2,1.34
784,2023-06-24,2023-07-02,17,28,Festive Mega Sale,In-Store,0.08,1.44
785,2024-03-22,2024-03-25,9,54,Clearance,App Notification,0.28,1.72
786,2022-05-31,2022-06-05,44,87,Category Discount,Billboard,0.18,1.6
787,2024-11-02,2024-11-10,44,71,Clearance,In-Store,0.14,1.28
788,2021-10-24,2021-10-26,22,84,Clearance,In-Store,0.26,2.04
789,2021-05-31,2021-06-08,3,29,Price Drop,In-Store,0.06,1.63
790,2025-11-02,2025-11-07,6,56,Clearance,In-Store,0.14,1.58
791,2024-03-25,2024-03-29,9,73,Weekend Saver,Flyer,0.17,1.86
792,2024-04-16,2024-04-24,12,22,Category Discount,Billboard,0.19,1.43
793,2023-12-19,2023-12-25,18,76,Combo Offer,WhatsApp,0.27,1.84
794,2022-04-21,2022-04-23,50,63,Weekend Saver,In-Store,0.09,1.56
795,2023-03-14,2023-03-21,45,40,Price Drop,Billboard,0.11,1.92
796,2025-07-31,2025-08-08,45,40,Price Drop,In-Store,0.05,1.21
797,2024-10-02,2024-10-04,10,38,Festive Mega Sale,In-Store,0.24,1.34
798,2021-10-26,2021-10-30,25,94,Category Discount,In-Store,0.27,2.19
799,2024-11-08,2024-11-10,35,51,Festive Mega Sale,In-Store,0.29,2.19
800,2025-09-11,2025-09-13,36,24,Clearance,Flyer,0.06,2.1
801,2025-06-04,2025-06-11,38,36,Price Drop,Flyer,0.23,1.81
802,2021-01-18,2021-01-23,31,100,Combo Offer,In-Store,0.13,1.92
803,2025-03-18,2025-03-26,12,40,Category Discount,In-Store,0.08,2.01
804,2025-01-08,2025-01-10,27,37,Category Discount,In-Store,0.28,1.27
805,2024-07-31,2024-08-02,19,66,Category Discount,In-Store,0.24,1.56
806,2025-04-10,2025-04-15,23,87,Category Discount,Flyer,0.32,1.25
807,2024-08-28,2024-09-03,9,57,Weekend Saver,App Notification,0.26,1.2
808,2023-02-26,2023-03-03,47,62,Price Drop,In-Store,0.12,1.19
809,2023-06-01,2023-06-09,25,62,Festive Mega Sale,In-Store,0.17,1.23
810,2023-02-22,2023-02-25,23,55,Buy X Get Y,In-Store,0.19,1.19
811,2024-10-07,2024-10-11,19,37,Category Discount,In-Store,0.18,2.01
812,2021-06-23,2021-07-01,36,86,Weekend Saver,In-Store,0.19,1.28
813,2024-07-21,2024-07-26,31,88,Combo Offer,In-Store,0.17,1.98
814,2022-07-03,2022-07-10,28,69,Weekend Saver,WhatsApp,0.12,1.13
815,2022-09-26,2022-10-04,13,79,Festive Mega Sale,In-Store,0.08,1.9
816,2025-02-28,2025-03-07,35,81,Price Drop,In-Store,0.28,1.64
817,2024-04-11,2024-04-17,20,78,Combo Offer,In-Store,0.17,1.12
818,2022-11-09,2022-11-14,36,88,Price Drop,Billboard,0.11,1.64
819,2021-09-19,2021-09-23,27,19,Clearance,In-Store,0.27,1.81
820,2025-02-25,2025-02-28,27,7,Category Discount,WhatsApp,0.09,1.34
821,2022-09-18,2022-09-21,34,63,Festive Mega Sale,WhatsApp,0.09,2.11
822,2024-03-29,2024-04-02,17,16,Category Discount,In-Store,0.13,1.97
823,2022-12-14,2022-12-20,46,100,Weekend Saver,Flyer,0.07,2.17
824,2024-07-09,2024-07-16,29,29,Category Discount,In-Store,0.18,1.63
825,2023-11-16,2023-11-21,22,47,Category Discount,Flyer,0.13,1.64
826,2021-12-29,2022-01-06,49,60,Weekend Saver,In-Store,0.25,1.36
827,2022-05-07,2022-05-13,14,6,Weekend Saver,In-Store,0.09,1.81
828,2021-12-24,2021-12-31,29,98,Buy X Get Y,In-Store,0.19,1.89
829,2021-04-16,2021-04-19,22,42,Price Drop,Billboard,0.32,2.11
830,2023-09-20,2023-09-26,4,90,Price Drop,App Notification,0.14,1.66
831,2021-06-23,2021-06-25,47,92,Buy X Get Y,In-Store,0.18,1.98
832,2023-11-15,2023-11-18,22,100,Festive Mega Sale,In-Store,0.15,2.15
833,2022-02-07,2022-02-11,15,100,Category Discount,In-Store,0.29,1.97
834,2025-03-27,2025-04-03,33,34,Festive Mega Sale,In-Store,0.13,1.57
835,2021-10-28,2021-11-01,9,32,Weekend Saver,In-Store,0.25,1.4
836,2025-11-02,2025-11-10,24,81,Category Discount,WhatsApp,0.31,1.76
837,2023-12-29,2023-12-31,36,73,Category Discount,App Notification,0.22,1.19
838,2022-02-22,2022-02-25,2,5,Weekend Saver,In-Store,0.35,1.5
839,2022-02-25,2022-03-05,17,2,Weekend Saver,App Notification,0.32,1.37
840,2023-08-12,2023-08-17,1,48,Weekend Saver,Flyer,0.07,1.93
841,2023-11-28,2023-12-05,38,7,Festive Mega Sale,Flyer,0.24,1.1
842,2021-06-17,2021-06-23,22,46,Category Discount,In-Store,0.14,1.64
843,2022-02-09,2022-02-17,41,67,Category Discount,In-Store,0.07,1.15
844,2024-10-14,2024-10-19,4,89,Category Discount,In-Store,0.12,1.24
845,2025-10-08,2025-10-13,6,5,Weekend Saver,In-Store,0.09,1.52
846,2024-06-01,2024-06-07,30,80,Combo Offer,In-Store,0.11,1.14
847,2022-12-08,2022-12-15,42,33,Price Drop,In-Store,0.23,1.53
848,2025-12-22,2025-12-24,4,5,Category Discount,WhatsApp,0.32,1.15
849,2025-12-01,2025-12-08,16,85,Combo Offer,Flyer,0.18,2.19
850,2022-08-03,2022-08-11,42,88,Clearance,WhatsApp,0.3,1.66
851,2024-03-14,2024-03-17,49,12,Category Discount,In-Store,0.21,1.46
852,2022-09-28,2022-10-04,37,99,Price Drop,Flyer,0.31,1.69
853,2021-02-21,2021-02-23,40,26,Weekend Saver,App Notification,0.14,1.82
854,2024-04-06,2024-04-10,24,70,Combo Offer,In-Store,0.2,1.43
855,2022-07-04,2022-07-10,2,36,Festive Mega Sale,In-Store,0.24,2.14
856,2025-12-23,2025-12-30,49,71,Clearance,In-Store,0.06,2.15
857,2022-07-05,2022-07-08,28,77,Buy X Get Y,In-Store,0.13,2.07
858,2024-03-17,2024-03-21,12,56,Clearance,In-Store,0.06,1.74
859,2023-09-17,2023-09-22,30,71,Price Drop,In-Store,0.13,1.33
860,2023-04-11,2023-04-17,9,48,Clearance,Billboard,0.07,1.72
861,2022-07-30,2022-08-06,46,80,Buy X Get Y,In-Store,0.17,1.22
862,2023-09-16,2023-09-19,35,56,Weekend Saver,In-Store,0.06,1.99
863,2021-01-13,2021-01-21,32,23,Combo Offer,In-Store,0.16,1.14
864,2021-06-29,2021-07-03,13,52,Weekend Saver,In-Store,0.09,1.65
865,2021-10-24,2021-11-01,5,63,Combo Offer,In-Store,0.32,1.43
866,2023-10-17,2023-10-20,37,50,Weekend Saver,In-Store,0.07,1.23
867,2022-10-17,2022-10-21,17,69,Clearance,In-Store,0.11,1.62
868,2021-01-22,2021-01-29,47,65,Weekend Saver,In-Store,0.25,1.35
869,2021-08-08,2021-08-11,19,81,Price Drop,In-Store,0.3,1.55
870,2024-11-12,2024-11-14,36,69,Clearance,In-Store,0.15,1.25
871,2025-01-02,2025-01-09,5,8,Weekend Saver,In-Store,0.25,1.73
872,2025-03-24,2025-03-31,28,9,Combo Offer,In-Store,0.1,1.76
873,2022-03-31,2022-04-04,28,25,Category Discount,Billboard,0.29,1.51
874,2022-07-25,2022-07-27,25,87,Category Discount,In-Store,0.11,1.35
875,2021-05-10,2021-05-17,41,7,Weekend Saver,In-Store,0.06,1.91
876,2022-09-12,2022-09-15,44,91,Festive Mega Sale,WhatsApp,0.12,1.26
877,2025-03-13,2025-03-19,22,7,Category Discount,WhatsApp,0.24,1.68
878,2025-10-11,2025-10-19,46,97,Price Drop,Flyer,0.15,2.01
879,2022-07-19,2022-07-21,45,35,Weekend Saver,WhatsApp,0.19,2.04
880,2022-06-21,2022-06-26,41,59,Weekend Saver,App Notification,0.31,1.75
881,2025-08-20,2025-08-22,50,71,Buy X Get Y,In-Store,0.34,1.55
882,2024-10-14,2024-10-20,46,84,Category Discount,Flyer,0.12,1.9
883,2021-11-28,2021-12-02,43,25,Price Drop,WhatsApp,0.27,2.18
884,2023-10-26,2023-11-01,47,14,Category Discount,App Notification,0.31,1.48
885,2022-11-13,2022-11-18,26,16,Festive Mega Sale,In-Store,0.17,1.95
886,2024-02-12,2024-02-16,21,36,Category Discount,WhatsApp,0.24,1.27
887,2023-11-27,2023-12-01,15,74,Category Discount,Flyer,0.17,1.43
888,2023-05-13,2023-05-16,2,78,Category Discount,In-Store,0.12,1.86
889,2024-04-04,2024-04-08,5,47,Category Discount,In-Store,0.27,1.12
890,2022-11-10,2022-11-17,13,15,Category Discount,In-Store,0.19,1.36
891,2021-07-17,2021-07-19,11,1,Category Discount,Flyer,0.16,1.92
892,2023-02-26,2023-03-05,1,44,Category Discount,In-Store,0.08,1.64
893,2021-11-22,2021-11-25,50,51,Weekend Saver,Flyer,0.23,1.89
894,2021-09-16,2021-09-18,20,53,Festive Mega Sale,Billboard,0.23,1.3
895,2024-08-26,2024-08-28,12,57,Category Discount,WhatsApp,0.2,1.68
896,2024-04-23,2024-04-29,46,96,Clearance,App Notification,0.13,1.93
897,2025-10-16,2025-10-18,10,87,Clearance,WhatsApp,0.05,1.85
898,2024-04-19,2024-04-24,6,76,Category Discount,In-Store,0.26,1.93
899,2023-05-09,2023-05-13,28,39,Category Discount,Flyer,0.12,1.49
900,2022-01-13,2022-01-17,23,99,Category Discount,In-Store,0.28,1.16
901,2023-01-14,2023-01-17,7,94,Category Discount,Billboard,0.27,1.16
902,2022-12-20,2022-12-27,14,7,Clearance,WhatsApp,0.1,1.41
903,2021-06-16,2021-06-22,44,71,Weekend Saver,In-Store,0.12,1.83
904,2025-03-28,2025-04-01,42,70,Price Drop,In-Store,0.07,1.93
905,2021-11-27,2021-12-01,50,49,Weekend Saver,In-Store,0.18,1.67
906,2021-06-09,2021-06-13,2,25,Weekend Saver,App Notification,0.25,1.92
907,2023-07-29,2023-08-04,9,24,Buy X Get Y,In-Store,0.12,1.69
908,2021-08-10,2021-08-13,22,56,Category Discount,WhatsApp,0.11,1.29
909,2025-08-21,2025-08-29,25,15,Category Discount,App Notification,0.11,1.28
910,2022-09-15,2022-09-22,5,39,Category Discount,Flyer,0.21,2.14
911,2022-03-04,2022-03-12,32,20,Weekend Saver,In-Store,0.19,2.03
912,2024-05-14,2024-05-22,21,60,Weekend Saver,WhatsApp,0.21,1.88
913,2022-11-29,2022-12-01,42,21,Weekend Saver,In-Store,0.1,2.14
914,2025-12-24,2025-12-28,43,65,Price Drop,In-Store,0.23,1.86
915,2024-12-19,2024-12-25,50,10,Weekend Saver,App Notification,0.16,1.12
916,2024-03-22,2024-03-27,46,80,Festive Mega Sale,In-Store,0.12,1.63
917,2021-01-12,2021-01-15,5,48,Category Discount,App Notification,0.1,1.42
918,2025-08-31,2025-09-04,44,97,Category Discount,WhatsApp,0.14,1.39
919,2021-06-20,2021-06-23,1,88,Festive Mega Sale,In-Store,0.13,1.53
920,2022-09-19,2022-09-26,37,35,Festive Mega Sale,In-Store,0.07,1.75
921,2022-05-31,2022-06-07,27,52,Buy X Get Y,In-Store,0.35,1.24
922,2025-09-29,2025-10-02,50,83,Category Discount,WhatsApp,0.1,2.18
923,2024-07-05,2024-07-12,18,27,Price Drop,In-Store,0.19,2.03
924,2021-11-12,2021-11-15,7,80,Category Discount,In-Store,0.07,1.17
925,2025-06-27,2025-06-29,3,17,Combo Offer,WhatsApp,0.21,1.7
926,2022-03-13,2022-03-16,18,4,Weekend Saver,WhatsApp,0.07,2.05
927,2021-10-29,2021-11-03,25,93,Category Discount,WhatsApp,0.17,1.38
928,2025-01-18,2025-01-25,31,15,Category Discount,In-Store,0.26,2.13
929,2024-12-10,2024-12-16,42,45,Clearance,In-Store,0.29,1.71
930,2025-06-16,2025-06-23,23,97,Buy X Get Y,WhatsApp,0.27,1.44
931,2021-08-28,2021-09-05,13,57,Festive Mega Sale,In-Store,0.13,2.15
932,2022-12-22,2022-12-29,15,62,Category Discount,Flyer,0.18,1.9
933,2024-05-11,2024-05-17,36,80,Combo Offer,WhatsApp,0.19,1.42
934,2025-10-11,2025-10-18,5,93,Clearance,Flyer,0.2,1.88
935,2021-02-08,2021-02-10,18,3,Clearance,In-Store,0.15,2.08
936,2021-02-26,2021-03-03,22,2,Category Discount,In-Store,0.16,1.28
937,2025-07-01,2025-07-09,34,63,Weekend Saver,In-Store,0.22,1.93
938,2023-08-28,2023-08-30,41,45,Price Drop,In-Store,0.05,1.58
939,2021-01-28,2021-01-31,34,57,Combo Offer,WhatsApp,0.23,1.1
940,2024-07-26,2024-08-01,41,79,Price Drop,In-Store,0.13,1.89
941,2023-02-26,2023-02-28,17,38,Clearance,WhatsApp,0.14,1.49
942,2024-10-09,2024-10-11,11,64,Category Discount,In-Store,0.17,1.27
943,2023-03-07,2023-03-14,45,89,Combo Offer,WhatsApp,0.3,1.76
944,2025-01-12,2025-01-14,38,42,Price Drop,In-Store,0.35,1.76
945,2021-10-15,2021-10-18,45,81,Category Discount,In-Store,0.17,1.54
946,2021-08-25,2021-08-29,37,51,Festive Mega Sale,In-Store,0.23,1.1
947,2023-01-27,2023-02-02,12,56,Weekend Saver,App Notification,0.11,1.97
948,2024-12-30,2025-01-07,6,29,Category Discount,App Notification,0.27,1.44
949,2025-02-27,2025-03-06,18,10,Combo Offer,WhatsApp,0.1,1.98
950,2025-05-01,2025-05-04,32,77,Price Drop,In-Store,0.09,1.84
951,2021-08-20,2021-08-27,27,40,Weekend Saver,In-Store,0.2,1.4
952,2022-01-04,2022-01-11,26,57,Buy X Get Y,App Notification,0.24,1.18
953,2022-05-17,2022-05-22,4,59,Price Drop,In-Store,0.29,1.29
954,2023-05-19,2023-05-22,35,94,Clearance,Flyer,0.09,1.5
955,2021-07-13,2021-07-20,13,32,Combo Offer,In-Store,0.27,2.01
956,2023-04-15,2023-04-19,44,58,Festive Mega Sale,Flyer,0.27,1.53
957,2025-03-02,2025-03-04,12,80,Weekend Saver,In-Store,0.17,1.49
958,2021-07-17,2021-07-25,11,70,Weekend Saver,In-Store,0.06,1.92
959,2025-10-04,2025-10-10,35,3,Price Drop,WhatsApp,0.11,1.23
960,2021-08-21,2021-08-26,28,85,Clearance,In-Store,0.31,1.24
961,2022-09-19,2022-09-24,40,18,Price Drop,App Notification,0.1,1.41
962,2025-08-07,2025-08-10,33,7,Price Drop,In-Store,0.22,1.26
963,2022-02-12,2022-02-20,19,55,Category Discount,Flyer,0.1,1.57
964,2022-10-14,2022-10-21,39,10,Weekend Saver,Billboard,0.28,1.58
965,2021-01-08,2021-01-14,46,8,Category Discount,In-Store,0.16,1.93
966,2023-10-03,2023-10-10,15,42,Weekend Saver,In-Store,0.32,1.45
967,2022-09-29,2022-10-06,49,58,Weekend Saver,In-Store,0.25,1.34
968,2025-02-10,2025-02-13,41,1,Category Discount,In-Store,0.07,1.35
969,2024-09-12,2024-09-14,27,63,Festive Mega Sale,App Notification,0.11,1.14
970,2021-08-15,2021-08-18,38,22,Price Drop,In-Store,0.21,1.69
971,2024-11-24,2024-11-30,23,94,Category Discount,In-Store,0.21,1.41
972,2024-01-14,2024-01-16,7,9,Category Discount,WhatsApp,0.25,2.03
973,2021-02-26,2021-03-02,33,1,Clearance,Flyer,0.28,1.73
974,2023-11-04,2023-11-11,27,79,Category Discount,In-Store,0.29,1.2
975,2021-02-16,2021-02-22,49,89,Festive Mega Sale,Flyer,0.25,1.14
976,2024-08-19,2024-08-25,2,97,Clearance,Flyer,0.23,2.02
977,2025-12-21,2025-12-26,29,93,Category Discount,Flyer,0.32,1.23
978,2025-10-08,2025-10-10,13,57,Category Discount,Flyer,0.26,2.18
979,2023-08-27,2023-08-30,24,19,Weekend Saver,In-Store,0.34,1.15
980,2023-03-22,2023-03-29,26,22,Category Discount,WhatsApp,0.29,2.15
981,2024-06-05,2024-06-12,25,99,Category Discount,In-Store,0.22,1.58
982,2023-05-01,2023-05-06,40,92,Clearance,WhatsApp,0.28,2.12
983,2021-04-25,2021-05-02,49,45,Festive Mega Sale,In-Store,0.16,1.35
984,2022-04-01,2022-04-05,4,43,Category Discount,In-Store,0.34,1.17
985,2025-05-16,2025-05-21,47,48,Clearance,In-Store,0.33,2.12
986,2025-03-05,2025-03-09,12,97,Weekend Saver,Flyer,0.17,1.5
987,2021-07-05,2021-07-13,4,74,Combo Offer,In-Store,0.05,1.38
988,2023-09-30,2023-10-02,25,63,Category Discount,WhatsApp,0.28,1.34
989,2021-10-16,2021-10-23,4,24,Price Drop,In-Store,0.11,1.74
990,2023-01-13,2023-01-21,14,98,Buy X Get Y,In-Store,0.26,1.64
991,2023-02-09,2023-02-13,43,63,Category Discount,In-Store,0.17,1.28
992,2021-11-19,2021-11-23,36,97,Price Drop,In-Store,0.29,1.28
993,2021-05-05,2021-05-09,40,97,Category Discount,Flyer,0.07,1.4
994,2025-06-20,2025-06-27,11,91,Category Discount,Flyer,0.08,1.8
995,2025-04-01,2025-04-07,23,65,Category Discount,In-Store,0.16,1.59
996,2023-01-19,2023-01-24,7,42,Price Drop,In-Store,0.14,1.64
997,2021-09-06,2021-09-10,40,49,Price Drop,In-Store,0.12,1.24
998,2024-05-13,2024-05-18,34,99,Weekend Saver,In-Store,0.1,1.54
999,2021-05-04,2021-05-09,4,93,Category Discount,In-Store,0.2,1.64
1000,2021-10-04,2021-10-09,38,21,Combo Offer,In-Store,0.32,1.61
1001,2023-01-22,2023-01-26,28,41,Buy X Get Y,WhatsApp,0.12,2.11
1002,2023-07-19,2023-07-27,24,73,Festive Mega Sale,In-Store,0.33,1.74
1003,2021-06-25,2021-06-28,40,63,Festive Mega Sale,In-Store,0.13,1.77
1004,2023-07-27,2023-07-31,4,38,Price Drop,In-Store,0.35,1.19
1005,2024-07-03,2024-07-06,17,31,Festive Mega Sale,Flyer,0.28,1.98
1006,2023-08-27,2023-08-29,36,97,Category Discount,Flyer,0.13,2.17
1007,2025-02-19,2025-02-22,9,75,Combo Offer,Flyer,0.31,1.77
1008,2024-10-14,2024-10-20,5,22,Festive Mega Sale,In-Store,0.33,1.95
1009,2022-10-22,2022-10-30,10,71,Clearance,WhatsApp,0.32,1.64
1010,2021-06-14,2021-06-21,36,49,Category Discount,In-Store,0.1,1.4
1011,2025-07-09,2025-07-14,29,30,Category Discount,In-Store,0.11,1.64
1012,2025-07-18,2025-07-23,10,18,Combo Offer,In-Store,0.07,1.55
1013,2021-03-29,2021-04-06,36,33,Weekend Saver,Flyer,0.14,1.86
1014,2021-01-07,2021-01-14,12,30,Buy X Get Y,Billboard,0.3,1.29
1015,2021-07-31,2021-08-02,14,42,Clearance,In-Store,0.21,1.27
1016,2024-12-16,2024-12-22,43,74,Category Discount,Flyer,0.15,1.83
1017,2025-10-25,2025-10-29,43,67,Weekend Saver,In-Store,0.2,1.77
1018,2021-05-15,2021-05-23,9,32,Festive Mega Sale,In-Store,0.17,1.33
1019,2021-12-12,2021-12-16,24,35,Price Drop,Billboard,0.3,1.4
1020,2023-04-19,2023-04-21,38,21,Weekend Saver,App Notification,0.3,2.16
1021,2024-01-31,2024-02-06,46,33,Combo Offer,In-Store,0.05,1.61
1022,2023-02-13,2023-02-16,43,53,Festive Mega Sale,WhatsApp,0.32,1.24
1023,2024-06-22,2024-06-24,33,77,Category Discount,Flyer,0.17,1.71
1024,2024-07-17,2024-07-23,27,31,Price Drop,WhatsApp,0.31,1.85
1025,2021-05-17,2021-05-24,24,46,Weekend Saver,In-Store,0.11,1.79
1026,2024-02-25,2024-03-04,5,1,Combo Offer,In-Store,0.34,1.89
1027,2022-11-13,2022-11-18,21,3,Combo Offer,Flyer,0.28,2.18
1028,2021-07-03,2021-07-06,25,30,Category Discount,WhatsApp,0.09,1.41
1029,2022-08-14,2022-08-19,45,39,Category Discount,In-Store,0.13,1.47
1030,2023-08-24,2023-08-27,23,45,Price Drop,Flyer,0.19,1.99
1031,2022-10-22,2022-10-30,46,5,Category Discount,In-Store,0.2,1.79
1032,2024-11-16,2024-11-20,33,50,Festive Mega Sale,In-Store,0.12,2.09
